2017-11-16 11:47:41,058 [Worker-1] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/pom.xml
2017-11-16 11:47:42,178 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: SprongCore:SpringHello:0.0.1-SNAPSHOT @ /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/pom.xml.
2017-11-16 11:47:42,769 [Worker-1] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /SpringHello/src/main/java
2017-11-16 11:47:42,774 [Worker-1] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /SpringHello/src/test/java
2017-11-16 11:47:43,388 [Worker-1] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 2 sec
2017-11-16 11:47:43,960 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:47:43,961 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:47:43,963 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:47:43,963 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:50:54,976 [Worker-7] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: SprongCore:SpringHello:0.0.1-SNAPSHOT @ /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/pom.xml.
2017-11-16 11:50:54,982 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-core:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:50:54,990 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-context:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:50:55,259 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:50:55,260 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:50:55,263 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:50:55,263 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:51:44,447 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-core:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:51:44,448 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-context:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:51:44,862 [Worker-0] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: SprongCore:SpringHello:0.0.1-SNAPSHOT @ /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/pom.xml.
2017-11-16 11:51:44,864 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-core:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:51:44,868 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-context:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:51:45,037 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:51:45,037 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:51:45,039 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:51:45,039 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:52:36,275 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-core:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:52:36,276 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework:spring-context:jar:${springframework.version} is missing, no dependency information available
2017-11-16 11:52:36,291 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:52:36,291 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:52:36,292 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:52:36,292 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:52:44,800 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:52:44,800 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:52:44,801 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:52:44,801 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:53:54,706 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:53:54,707 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:53:54,708 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:53:54,708 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:54:17,841 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:54:17,841 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:54:17,842 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:54:17,842 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:55:46,395 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:55:46,395 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:55:46,396 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:55:46,396 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:55:55,029 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:55:55,029 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:55:55,030 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:55:55,030 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:56:18,707 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:56:18,707 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:56:18,709 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:56:18,709 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:56:32,279 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:56:32,280 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:56:32,280 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:56:32,280 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/test/resources
2017-11-16 11:57:17,456 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-11-16 11:57:17,456 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Ashwini/SpringCoreApp/SpringHello/src/main/resources
2017-11-16 11:57:17,457 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
